3585922880240510	Ruby	Dixon	5/12/2016	451	1041582	1
3585171827683640	Russell	Burns	8/3/2016	617	6257091	1
5020185857933520	Henry	Smith	10/1/2016	400	9714966	1
3554576366378130	Debra	Edwards	9/8/2017	576	9221790	2
3559363295098600	Virginia	Hansen	1/2/2016	582	2401193	2
3588391766805470	Carolyn	Alexander	21/4/2016	787	3502672	1
5108752012895190	Rose	Armstrong	15/9/2016	440	690827	2
3574976943199450	Christopher	White	29/1/2017	579	4317340	2
60465826916246700	Katherine	Frazier	24/4/2016	144	7143441	2
604685564600078	Craig	Watson	27/8/2017	252	4204270	1
3539582685108240	Deborah	Sims	3/6/2017	129	6084752	1
3561897443274650	Anthony	Miller	27/1/2017	808	8531337	2
3586658696040310	Shawn	Ortiz	9/6/2017	365	3289623	1
50388509163774700	Samuel	Oliver	6/4/2016	420	4314828	2
4905046995969260000	Amanda	Snyder	23/4/2017	127	1429358	1
3536977502071840	Bruce	Martin	20/8/2016	921	2524461	2
30077591873098	William	Howard	23/1/2017	796	1563502	2
5602245590814000000	Phillip	Cox	9/5/2017	332	7008982	2
3551338697092840	Dennis	Austin	29/9/2016	283	988697	2
3562863767413470	Matthew	Mcdonald	22/6/2017	877	1868790	1
374622898547970	Shawn	Gutierrez	18/3/2017	654	3569013	1
30257544980998	Russell	Chapman	9/6/2017	307	7091780	2
5100134211282230	Earl	Ryan	19/3/2017	905	1310374	1
6771082877889450000	Dennis	Gray	15/12/2016	717	7209237	1
5100134462659310	Evelyn	Smith	8/7/2017	513	5814104	1
3578051726212560	Elizabeth	Cook	3/12/2016	209	7789917	2
3559554304904890	Paula	Welch	18/5/2017	779	4886967	2
67635465990008100	Marie	Carr	24/9/2016	967	8778278	1
5602249343530520	Janice	Duncan	15/7/2017	822	1108704	1
3548749856547300	Benjamin	Garza	15/12/2017	691	8439673	2
3570046568886380	Lawrence	Torres	28/7/2016	229	7523764	1
56022145546129400	Martha	Smith	9/6/2017	133	2799627	2
6333214491727020	Jerry	Russell	28/2/2016	731	6186154	2
337941535085343	Kevin	Duncan	22/7/2017	385	7608731	2
6767544062413190	Stephen	Jordan	20/1/2016	120	4127674	2
30086362202262	Jennifer	Fowler	8/2/2017	235	5629889	1
3578999326464130	Justin	Nichols	24/8/2016	627	3811543	2
201862132201773	Paula	Henry	6/1/2016	661	3040721	1
3569756095870790	Kevin	Simpson	8/6/2016	133	3432194	2
6374882582967480	Jean	Ross	27/3/2016	682	9737544	2
